id;genres;keywords;original_title;runtime;vote_average;vote_count;director
3033;Drama;gay film director dying and death biography homosexuality;Gods and Monsters;105.0;6.8;81;Bill Condon
25376;Crime Drama Mystery Romance;rape secret writing homicide kidnapping;El secreto de sus ojos;129.0;7.8;626;Juan Jos\u00e9 Campanella
22007;Horror Thriller;;Train;94.0;4.8;36;Gideon Raff
765;Horror Comedy Fantasy;deer blood splatter tape recorder chainsaw spirit;Evil Dead II;84.0;7.6;742;Sam Raimi
10615;Action Comedy;ladykiller musical belt police officer drug lord;Pootie Tang;81.0;5.4;43;Louis C.K.
205321;TV Movie Horror;california helicopter beach tornado hurricane;Sharknado;86.0;3.8;476;Anthony C. Ferrante
89540;Drama Foreign;female nudity pagan aztec indian;La otra conquista;105.0;5.4;4;Salvador Carrasco
46146;Fantasy Horror;hunter mountains wilderness adventure forest;Trolljegeren;103.0;6.7;583;Andr\u00e9 \u00d8vredal
38007;Comedy Romance;independent film;Ira & Abby;104.0;5.8;9;Robert Cary
14256;Comedy Drama;independent film book editor;Winter Passing;98.0;6.7;28;Adam Rapp
540;Action;coming out covert operation lesbian female protagonist in the closet;D.E.B.S.;91.0;5.6;90;Angela Robinson
370464;Crime Action;pastor based on true story wrestler;The Masked Saint;111.0;2.9;7;Warren P. Sonoda
20055;Crime Drama Mystery Thriller;kidnapping revelation murder theft trust;The Betrayed;98.0;5.2;10;Amanda Gusack
224569;Action Crime Comedy Thriller;machinegun tax inspector wedding party;Taxman;104.0;2.0;1;Avi Nesher
395766;Drama;miniseries;The Secret;200.0;0.0;0;Nick Murphy 
39303;Horror Thriller Mystery;thriller forensic;02:13;96.0;4.6;10;Charles Adelman
142061;Action Animation;dc comics future joker robin based on graphic novel;Batman: The Dark Knight Returns, Part 2;78.0;7.9;419;Jay Oliva
370662;Documentary;climate change documentary;Time to Choose;100.0;0.0;0;Charles Ferguson
252360;Action Adventure Drama Fantasy;based on video game;In the Name of the King III;85.0;3.3;19;Uwe Boll
256740;Action Drama Thriller;;Wicked Blood;92.0;5.3;37;Mark Young
299145;Drama;revenge murder u.s. marine;Dawn Patrol;86.0;5.0;11;Daniel Petrie, Jr.
241766;Crime Mystery Thriller;wife husband relationship gangster mysterious killer;Lords of London;90.0;3.6;6;Antonio Simoncini
12535;Comedy Music;industrialist vertigo hitman lighthouse spoof;High Anxiety;94.0;6.5;84;Mel Brooks
1667;Documentary Family;parents kids relationship penguin brood autonomy egg;La Marche de l'empereur;80.0;6.9;358;Luc Jacquet
50839;Thriller Drama;capitalism brokerage wall street downsizing financial crisis;Margin Call;107.0;6.7;524;J.C. Chandor
86549;Drama;drama romance gay relationship;August;100.0;6.2;15;Eldar Rapaport
13973;Comedy Drama;strip club alzheimer sex addiction;Choke;92.0;6.0;127;Clark Gregg
244786;Drama;jazz obsession conservatory music teacher new york city;Whiplash;105.0;8.3;4254;Damien Chazelle
598;Drama Crime;male nudity street gang brazilian photographer 1970s;Cidade de Deus;130.0;8.1;1814;Fernando Meirelles
11129;Comedy Drama;sex salesclerk fast food restaurant boredom relationship problems;Human Traffic;99.0;6.8;97;Justin Kerrigan
75861;Drama Music;depression biography drug;To Write Love on Her Arms;118.0;6.8;47;Nathan Frankowski
13551;Mystery Drama Crime Thriller;prostitute fire newspaper independent film woman director;The Dead Girl;85.0;6.4;66;Karen Moncrieff
103663;Drama;father son relationship denmark lie pedophilia kindergarten;Jagten;115.0;7.9;927;Thomas Vinterberg
850;Comedy Family;holiday nostalgia young boy bb gun essay;A Christmas Story;94.0;7.4;344;Bob Clark
12586;Drama Romance;waitress beach independent film soccer girl;Bella;91.0;6.7;37;Alejandro Monteverde
11564;Action Drama Horror Crime Thriller;usa female nudity detective music teacher nudity;Class of 1984;98.0;6.2;66;Mark L. Lester
301748;Comedy;bet divorce gender battle of the sexes life competition;Opposite Sex;96.0;4.1;9;Jonathan Silverman
108346;Romance Drama;lust love crime;Dreaming of Joseph Lees;92.0;8.0;1;Eric Styles
8841;Drama;paris socially deprived family literature illegal immigration immigrant;Entre les murs;128.0;6.8;174;Laurent Cantet
805;Horror Drama Mystery;anti-christ contemporary setting laundry occult demonic possession;Rosemary's Baby;136.0;7.5;863;Roman Polanski
11697;Western;gunslinger showdown funeral legend to shoot dead;The Man Who Shot Liberty Valance;123.0;7.4;265;John Ford
22051;Drama Romance;children's book asperger's syndrome electrical engineer asperger's;Adam;99.0;6.9;150;Max Mayer
436;Drama Thriller Crime;individual new york adolescence colombia drug traffic;María, llena eres de gracia;101.0;6.9;101;Joshua Marston
55347;Drama Romance Comedy;gay loss of mother secret coming out loss of father;Beginners;105.0;6.8;347;Mike Mills
10070;Action Comedy Horror;monster pub duringcreditsstinger;Feast;95.0;6.1;160;John Gulager
8469;Comedy;sex nudity college fraternity gross out comedy;Animal House;109.0;7.0;418;John Landis
658;Adventure Action Thriller;secret organization secret intelligence service nuclear radiation fort knox aston martin;Goldfinger;110.0;7.2;987;Guy Hamilton
125490;Science_Fiction Horror;injection celebrity satire near future metamorphosis;Antiviral;110.0;5.7;112;Brandon Cronenberg
1585;Drama Family Fantasy;holiday angel based on novel bank suicide attempt;It's a Wonderful Life;130.0;8.0;1076;Frank Capra
627;Drama Crime;london england alcohol sex based on novel drug addiction;Trainspotting;93.0;7.8;2655;Danny Boyle
23618;Comedy;;The Original Kings of Comedy;115.0;6.3;15;Spike Lee
41436;Horror Thriller;ouija board haunting demonic possession found footage duringcreditsstinger;Paranormal Activity 2;91.0;5.7;722;Tod Williams
10162;Comedy Romance;false identity beguilement lottery village jackpot;Waking Ned;91.0;7.4;54;Kirk Jones
1430;Documentary;usa canada gun homicide to shoot dead;Bowling for Columbine;120.0;7.3;453;Michael Moore
259943;Drama;arranged marriage labor camp;归来;111.0;6.9;49;Zhang Yimou
10014;Horror;gay dancing fire diary nightmare;A Nightmare on Elm Street Part 2: Freddy's Revenge;87.0;5.7;361;Jack Sholder
11257;Drama Romance;kiss bed and breakfast place florence;A Room with a View;117.0;6.9;156;James Ivory
158015;Science_Fiction Horror Thriller;dystopia barricade home invasion constitutional convention legalized murder;The Purge;86.0;6.0;2428;James DeMonaco
82507;Horror Thriller Mystery;drowning pennsylvania child murderer car set on fire murder;Sinister;110.0;6.7;1573;Scott Derrickson
20337;Comedy;daily life scandal growing up divorce;Martin Lawrence Live: Runteldat;113.0;5.0;1;Martin Lawrence
261;Drama Romance;individual suicide southern usa adultery mississippi;Cat on a Hot Tin Roof;108.0;7.6;165;Richard Brooks
1685;Adventure Science_Fiction Mystery;mutant dystopia survivor astronaut ape;Beneath the Planet of the Apes;95.0;6.2;361;Ted Post
20737;Comedy Family Drama;clown golden retriever dog actor;Air Bud;98.0;5.3;106;Charles Martin Smith
10991;Adventure Fantasy Animation Action Family;mountains mountain village friendship based on tv series young boy;Pokémon 3: The Movie;93.0;5.9;137;Michael Haigney
10225;Horror Mystery Thriller;lightning cemetery mask slasher jason vorhees;Friday the 13th Part VI: Jason Lives;86.0;5.7;216;Tom McLoughlin
826;Drama History War;japan resistance japanese river prisoners of war;The Bridge on the River Kwai;161.0;7.7;542;David Lean
34086;Comedy Family Science_Fiction;alien martian misunderstanding greedy developer;Spaced Invaders;100.0;4.7;25;Patrick Read Johnson
5854;Comedy Crime Thriller;fortune teller kidnapping false identity heir spiritualist;Family Plot;121.0;6.7;86;Alfred Hitchcock
284;Comedy Drama Romance;new york new year's eve lovesickness age difference suicide attempt;The Apartment;125.0;8.1;483;Billy Wilder
10285;Fantasy Horror Thriller;male nudity female nudity waitress camping nudity;Jason Goes to Hell: The Final Friday;87.0;4.2;193;Adam Marcus
5780;Mystery Thriller;cold war east germany;Torn Curtain;128.0;6.4;120;Alfred Hitchcock
292;Comedy Documentary Music;black people hip-hop block party megaphone classroom;Dave Chappelle's Block Party;100.0;6.4;28;Michel Gondry
223485;Romance Thriller Western;fire bounty hunter shotgun horseback riding horse;Slow West;84.0;6.6;367;John Maclean
29463;Drama Music Romance;;Krush Groove;97.0;7.0;11;Michael Schultz
18065;Action Comedy Crime;duringcreditsstinger;Next Day Air;84.0;5.3;36;Benny Boom
22013;Drama;evangelist revivalism;Elmer Gantry;146.0;7.3;41;Richard Brooks
821;Drama History;judge concentration camp world war ii nazis court case;Judgment at Nuremberg;186.0;7.6;155;Stanley Kramer
53862;Comedy Romance;high school prom;Trippin';94.0;4.5;4;David Raynr
3089;Western;texas dangerous kansas cattle drive revenge;Red River;133.0;7.3;82;Howard Hawks
30139;Comedy Romance;woman director;Phat Girlz;99.0;3.7;10;Nnegest Likk\u00e9
132344;Romance Drama;hotel airport hotel room greece dream;Before Midnight;108.0;7.4;568;Richard Linklater
15582;Comedy Fantasy Family;werewolf teenager;Teen Wolf Too;95.0;3.8;46;Christopher Leitch
15158;Action Horror Science_Fiction Thriller;portal undertaker evil tall man sentinals;Phantasm II;97.0;6.3;94;Don Coscarelli
44634;Drama;independent film;Woman Thou Art Loosed;94.0;5.0;3;Michael Schultz
30309;Comedy Drama;independent film woman director;Real Women Have Curves;86.0;5.8;19;Patricia Cardoso
7509;Drama Foreign Romance;site of pilgrimage widow varanasi hinduism child bride;Water;115.0;6.8;34;Deepa Mehta
10557;Comedy;islam hippie father son relationship muslim jealousy;East Is East;97.0;6.5;59;Damien O'Donnell
23531;Comedy Romance;independent film diner dating masturbation;Whipped;82.0;3.1;11;Peter M. Cohen
28005;Drama History Romance;poetry eroticism woman director;Kama Sutra - A Tale of Love;117.0;5.7;35;Mira Nair
40247;Comedy Drama;suicide new york infidelity cancer independent film;Please Give;90.0;6.0;57;Nicole Holofcener
252;Family Fantasy;chocolate factory worker based on novel candy tv addicted person;Willy Wonka & the Chocolate Factory;100.0;7.4;798;Mel Stuart
24126;Fantasy Horror Science_Fiction;armageddon warlock;Warlock: The Armageddon;98.0;5.2;38;Anthony Hickox
13982;Comedy Crime;mexico vacation murder head;8 Heads in a Duffel Bag;95.0;5.4;39;Tom Schulman
16642;Drama Romance;love triangle chicago wife husband relationship texas field;Days of Heaven;94.0;7.6;234;Terrence Malick
17734;Drama;independent film woman director;Thirteen Conversations About One Thing;104.0;6.4;25;Jill Sprecher
18892;Comedy;confession jealousy nightmare ambition groupie;Jawbreaker;87.0;5.9;90;Darren Stein
549;Drama History;new york sex drug abuse homeless person new love;Basquiat;108.0;6.6;94;Julian Schnabel
121986;Comedy Drama;friendship loneliness black and white responsibility late coming of age;Frances Ha;86.0;7.2;345;Noah Baumbach
868;Crime Drama;slum baby fight nudity leader;Tsotsi;94.0;6.9;94;Gavin Hood
10683;Comedy Drama;rape sister sister relationship lover (female) pedophilia sister;Happiness;139.0;7.4;194;Todd Solondz
17995;Comedy Documentary;;DysFunktional Family;89.0;6.1;4;George Gallo
246403;Comedy Horror;canada obsession walrus deception search;Tusk;102.0;5.1;366;Kevin Smith
670;Drama Thriller Mystery Action;sushi restaurant rage and hate notebook daughter hostility;올드보이;120.0;8.0;1945;Park Chan-wook
35691;Action Drama Family Thriller;letter hope postman god cancer;Letters to God;110.0;6.5;37;David Nixon
49010;Action Comedy Thriller;female nudity prostitute shotgun pimp underwear;Hobo with a Shotgun;86.0;5.7;211;Jason Eisener
317930;Action Comedy;;Compadres;101.0;5.2;17;Enrique Begn\u00e9
11229;Comedy Drama Thriller;prison attempt to escape step father independent film hitchhiker;Freeway;110.0;6.5;95;Matthew Bright
22488;TV Movie Action Drama Family;;Love's Abiding Joy;87.0;5.8;12;Michael Landon Jr.
24469;Drama;dancing mother alcohol sex adultery;Fish Tank;123.0;6.9;250;Andrea Arnold
82533;Comedy Romance;college female friendship young adult;Damsels in Distress;99.0;5.6;67;Whit Stillman
50942;Horror Science_Fiction Thriller;;Creature;176.0;4.0;21;Stuart Gillard
84174;Comedy Romance;bridesmaid strip club female friendship reunion drug use;Bachelorette;87.0;5.3;444;Leslye Headland
79940;Comedy;restaurant wolf shopping mall filmmaker billion dollars;Tim and Eric's Billion Dollar Movie;94.0;5.2;34;Tim Heidecker
342;Comedy Drama;holiday gay male nudity competition sexual identity;Sommersturm;98.0;6.7;59;Marco Kreuzpaintner
281230;War Drama History;woman director;Fort McCoy;0.0;6.3;2;Michael Worth
38033;Horror Thriller;killing friendship teenager maniac mysterious letter;Chain Letter;96.0;3.9;37;Deon Taylor
100975;Drama Comedy;new york nurse sex infidelity nudity;Just Looking;97.0;5.8;5;Jason Alexander
38541;Science_Fiction;basement violence septic tank town in panic welding;The Divide;112.0;5.7;197;Xavier Gens
39563;Drama Horror Romance;;The Eclipse;88.0;6.1;15;Conor McPherson
234212;Thriller Horror;detective haunted house investigation anti-christ possession;Demonic;83.0;4.9;148;Will Canon
27404;Comedy;independent film;My Big Fat Independent Movie;80.0;3.0;5;Philip Zlotorynski
170480;Comedy Family;;The Deported;90.0;0.0;0;Lance Kawas
71866;Drama;boarding school woman director;Tanner Hall;96.0;5.4;32;Francesca Gregorini
192210;Action Drama Thriller;drug dealer police killer illegal drugs dealer;Open Road;85.0;5.2;18;M\u00e1rcio Garcia
180296;Comedy;;They Came Together;84.0;5.3;171;David Wain
157058;Comedy;parody horror comedy;30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo;80.0;2.9;28;Craig Moss
70006;Drama Action;male nudity cage kiss fistfight sport;Never Back Down 2: The Beatdown;90.0;5.8;136;Michael Jai White
26039;Action Crime Drama Thriller;alcatraz revenge organized crime;Point Blank;92.0;7.1;95;John Boorman
79587;Drama Comedy;;Four Single Fathers;100.0;0.0;0;Paolo Monico
176077;Thriller;composer obsession;Enter the Dangerous Mind;88.0;4.8;14;Youssef Delara
260947;Mystery Thriller;obsession oregon independent film;Something Wicked;95.0;4.6;16;Darin Scott
342502;Thriller;russian getaway lapd awol special ops;AWOL-72;79.0;2.8;10;Christian Sesma
43213;Action Crime Thriller;;Chicago Overcoat;95.0;6.1;5;Brian Caunter
44594;Comedy Drama Romance;based on novel letter paternity castration doctor;Barry Munday;95.0;6.3;22;Chris D'Arienzo
666;Drama;brazilian brazil rio de janeiro letter wilderness;Central do Brasil;113.0;7.6;126;Walter Salles
248;Comedy Drama;dude prohibition deception new york city apple;Pocketful of Miracles;136.0;7.3;25;Frank Capra
325173;Crime Action;;Close Range;80.0;4.9;54;Isaac Florentine
351043;Thriller Mystery Drama Horror;;Amnesiac;90.0;4.1;52;Michael Polish
43942;Documentary;female nudity corruption cheating experiment limousine;Freakonomics;93.0;6.6;36;Heidi Ewing
10226;Horror Thriller Mystery;mass murder insanity gore survival farmhouse;Haute tension;91.0;6.6;271;Alexandre Aja
66942;Romance Comedy Drama;love superhero independent film comedy;Griff the Invisible;93.0;6.1;34;Leon Ford
356483;Thriller Action Horror;climate change polar bear;Unnatural;89.0;4.3;12;Hank Braxtan
10476;Drama;rap music hip-hop baby midlife crisis drug dealer;Hustle & Flow;116.0;6.9;99;Craig Brewer
239;Comedy Romance;chicago witness musician mafia cross dressing;Some Like It Hot;122.0;8.0;808;Billy Wilder
10281;Horror Thriller;lake mask telekinesis psychopath slasher;Friday the 13th Part VII: The New Blood;88.0;5.3;192;John Carl Buechler
630;Adventure Family Fantasy;witch adolescence based on novel secret identity clock;The Wizard of Oz;102.0;7.4;1642;Victor Fleming
3034;Comedy Science_Fiction;experiment castle assistant bride frankenstein;Young Frankenstein;106.0;7.7;854;Mel Brooks
13025;Horror Action Science_Fiction;zombie found footage;Diary of the Dead;95.0;5.4;190;George A. Romero
21461;Comedy Drama Romance;historical figure comedy bollywood india;Lage Raho Munna Bhai;144.0;7.6;44;Rajkumar Hirani
55306;Drama;father son relationship florida stolen money dysfunctional family independent film;Ulee's Gold;112.0;6.5;19;Victor Nunez
17264;Adventure Family;poker horse barn training sport;The Black Stallion;118.0;7.0;59;Carroll Ballard
16016;Action Adventure Animation Comedy Science_Fiction;;Rejsen til Saturn;90.0;4.9;10;Kresten Vestbjerg Andersen
15875;Adventure Comedy Romance;birthday half-brother priest mission clinic polynesia;Donovan's Reef;109.0;6.0;30;John Ford
5900;Comedy Drama;calamity;De jurk;103.0;7.0;3;Alex van Warmerdam
43306;Drama Romance War;pilot airplane ghost;A Guy Named Joe;120.0;6.0;8;Victor Fleming
11072;Western Comedy;gun saloon governor marching band comedy;Blazing Saddles;93.0;7.2;609;Mel Brooks
9730;Horror Thriller;lake resurrection morgue serial killer jason vorhees;Friday the 13th: The Final Chapter;91.0;5.9;237;Joseph Zito
209274;Drama;nun mine jew jewish poland;Ida;80.0;7.1;260;Pawe\u0142 Pawlikowski
